,SwissProt1,SwissProt2
254504,Q01780,Q13148
254505,Q01780,Q13148
254506,Q01780,Q13148
254507,Q13148,Q13148
254508,Q13148,Q13148
254509,Q13148,Q13148
254510,Q13148,Q13148
254511,Q13148,Q13148
254512,Q13286,Q13148
254513,Q13573,Q13148
254514,Q13618,Q13148
254515,Q14999,Q13148
254516,Q15047,Q13148
254517,Q5MNZ9,Q13148
254518,Q5VWX1,Q13148
254519,Q676U5,Q13148
254520,Q6PID8,Q13148
254521,Q6ZNE5,Q13148
254522,Q6ZW49,Q13148
254523,Q86U70,Q13148
254524,Q86VP6,Q13148
254525,Q8TD19,Q13148
254526,Q92731,Q13148
254527,Q96RE7,Q13148
254528,Q99459,Q13148
254529,Q9BSB4,Q13148
254530,Q9BTT4,Q13148
254531,Q9BVC4,Q13148
254532,Q9BW61,Q13148
254533,Q9H0D6,Q13148
254534,Q9H0D6,Q13148
254535,Q9H1Y0,Q13148
254536,Q9H2F3,Q13148
254537,Q9H492,Q13148
254538,Q9NRD1,Q13148
254539,Q9NX70,Q13148
254540,Q9NZC7,Q13148
254541,Q9UGJ0,Q13148
254542,Q9UHD9,Q13148
254543,Q9UKY1,Q13148
254544,Q9UMX0,Q13148
254545,Q9UNZ2,Q13148
254546,Q9UNZ2,Q13148
254547,Q9Y2X0,Q13148
254548,Q9Y484,Q13148
254549,Q9Y4P8,Q13148
254550,Q9Y5M8,Q13148
254551,Q9Y5Y2,Q13148
267066,O00487,Q13867
267067,O15530,Q13867
267068,O15530,Q13867
267069,O75962,Q13867
267070,O95336,Q13867
267071,P05067,Q13867
267072,P0CG48,Q13867
267073,P10632,Q13867
267074,P10632,Q13867
267075,P55036,Q13867
267076,P60520,Q13867
267077,P61956,Q13867
267078,P62258,Q13867
267079,P62913,Q13867
267080,P63279,Q13867
267081,Q12788,Q13867
267082,Q12788,Q13867
267083,Q12788,Q13867
267084,Q12788,Q13867
267085,Q12788,Q13867
267086,Q13131,Q13867
267087,Q13620,Q13867
267088,Q13867,Q13867
267089,Q13867,Q13867
267090,Q13867,Q13867
267091,Q13867,Q13867
267092,Q13867,Q13867
267093,Q13867,Q13867
267094,Q70EK8,Q13867
267095,Q70EK8,Q13867
267096,Q8WVM8,Q13867
267097,Q8WVZ9,Q13867
267098,Q92905,Q13867
267099,Q9BQ95,Q13867
267100,Q9BQ95,Q13867
267101,Q9BV86,Q13867
267102,Q9BV86,Q13867
267103,Q9BXW4,Q13867
267104,Q9H0A6,Q13867
267105,Q9H0A6,Q13867
267106,Q9H0W5,Q13867
267107,Q9H8Y8,Q13867
267108,Q9Y2H9,Q13867
267109,Q9Y2H9,Q13867
267110,Q9Y2K1,Q13867
267111,Q9Y6Q5,Q13867
271219,O14576,Q14203
271220,O14576,Q14203
271221,O14576,Q14203
271222,O14576,Q14203
271223,O14593,Q14203
271224,O14777,Q14203
271225,O43524,Q14203
271226,O60244,Q14203
271227,O60244,Q14203
271228,O60925,Q14203
271229,O60925,Q14203
271230,O75323,Q14203
271231,O75381,Q14203
271232,O75381,Q14203
271233,O75530,Q14203
271234,O75530,Q14203
271235,O94855,Q14203
271236,O95219,Q14203
271237,O95631,Q14203
271238,O95817,Q14203
271239,O95819,Q14203
271240,P05129,Q14203
271241,P0CG48,Q14203
271242,P0CG48,Q14203
271243,P10636,Q14203
271244,P11171,Q14203
271245,P18669,Q14203
271246,P20340,Q14203
271247,P20340,Q14203
271248,P20340,Q14203
271249,P20340,Q14203
271250,P30622,Q14203
271251,P31749,Q14203
271252,P31749,Q14203
271253,P31749,Q14203
271254,P31946,Q14203
271255,P33176,Q14203
271256,P42224,Q14203
271257,P42224,Q14203
271258,P42224,Q14203
271259,P42574,Q14203
271260,P42575,Q14203
271261,P42858,Q14203
271262,P43034,Q14203
271263,P46734,Q14203
271264,P49841,Q14203
271265,P51955,Q14203
271266,P51955,Q14203
271267,P52732,Q14203
271268,P53350,Q14203
271269,P54257,Q14203
271270,P54727,Q14203
271271,P54727,Q14203
271272,P54727,Q14203
271273,P54727,Q14203
271274,P55210,Q14203
271275,P55854,Q14203
271276,P57775,Q14203
271277,P61956,Q14203
271278,P62136,Q14203
271279,P62136,Q14203
271280,P62258,Q14203
271281,P62993,Q14203
271282,P63104,Q14203
271283,Q01082,Q14203
271284,Q03001,Q14203
271285,Q03001,Q14203
271286,Q08999,Q14203
271287,Q12840,Q14203
271288,Q13117,Q14203
271289,Q13117,Q14203
271290,Q13561,Q14203
271291,Q13573,Q14203
271292,Q13618,Q14203
271293,Q14203,Q14203
271294,Q14203,Q14203
271295,Q15436,Q14203
271296,Q15691,Q14203
271297,Q15843,Q14203
271298,Q16543,Q14203
271299,Q16543,Q14203
271300,Q16543,Q14203
271301,Q5VYK3,Q14203
271302,Q68CZ1,Q14203
271303,Q6ZP65,Q14203
271304,Q6ZU52,Q14203
271305,Q7L1Q6,Q14203
271306,Q8NFJ9,Q14203
271307,Q8TCX1,Q14203
271308,Q8TD16,Q14203
271309,Q92834,Q14203
271310,Q96EV8,Q14203
271311,Q96G01,Q14203
271312,Q96G01,Q14203
271313,Q96G01,Q14203
271314,Q96KM6,Q14203
271315,Q96KM6,Q14203
271316,Q96KM6,Q14203
271317,Q96KM6,Q14203
271318,Q96RR4,Q14203
271319,Q96S44,Q14203
271320,Q99551,Q14203
271321,Q99608,Q14203
271322,Q9BSB4,Q14203
271323,Q9BW61,Q14203
271324,Q9BXB1,Q14203
271325,Q9GZM8,Q14203
271326,Q9H8T0,Q14203
271327,Q9HCE1,Q14203
271328,Q9HCE7,Q14203
271329,Q9NRI5,Q14203
271330,Q9NRI5,Q14203
271331,Q9UBF8,Q14203
271332,Q9UBN7,Q14203
271333,Q9UBU9,Q14203
271334,Q9UER7,Q14203
271335,Q9UPT6,Q14203
271336,Q9Y266,Q14203
271337,Q9Y2Q3,Q14203
271338,Q9Y6G9,Q14203
290093,O43236,Q16143
290094,P05067,Q16143
290095,P08107,Q16143
290096,P0CG48,Q16143
290097,P34947,Q16143
290098,P34947,Q16143
290099,P43250,Q16143
290100,P53350,Q16143
290101,P62258,Q16143
290102,Q15835,Q16143
290103,Q8TBB1,Q16143
290104,Q96BT3,Q16143
290105,Q9H4B4,Q16143
292535,O75439,Q16595
292536,O75439,Q16595
292537,P04637,Q16595
292538,P0CG48,Q16595
292539,P12814,Q16595
292540,P12814,Q16595
292541,P31040,Q16595
292542,P62258,Q16595
292543,Q96RG2,Q16595
292544,Q9NRD5,Q16595
293215,A0AUL9,Q16637
293216,A0JLT2,Q16637
293217,O00186,Q16637
293218,O14576,Q16637
293219,O14776,Q16637
293220,O14893,Q16637
293221,O14893,Q16637
293222,O14893,Q16637
293223,O15116,Q16637
293224,O43251,Q16637
293225,O43251,Q16637
293226,O43390,Q16637
293227,O43390,Q16637
293228,O60341,Q16637
293229,O60383,Q16637
293230,O60383,Q16637
293231,O60506,Q16637
293232,O75182,Q16637
293233,O75817,Q16637
293234,O75817,Q16637
293235,O95149,Q16637
293236,O95218,Q16637
293237,O95402,Q16637
293238,O95865,Q16637
293239,P04217,Q16637
293240,P04637,Q16637
293241,P04792,Q16637
293242,P09012,Q16637
293243,P09382,Q16637
293244,P09382,Q16637
293245,P09936,Q16637
293246,P0CG48,Q16637
293247,P10415,Q16637
293248,P11441,Q16637
293249,P14618,Q16637
293250,P14678,Q16637
293251,P14678,Q16637
293252,P15880,Q16637
293253,P22087,Q16637
293254,P22087,Q16637
293255,P22087,Q16637
293256,P24928,Q16637
293257,P25054,Q16637
293258,P26373,Q16637
293259,P35226,Q16637
293260,P35228,Q16637
293261,P38432,Q16637
293262,P38432,Q16637
293263,P38432,Q16637
293264,P38606,Q16637
293265,P43246,Q16637
293266,P46013,Q16637
293267,P46379,Q16637
293268,P46379,Q16637
293269,P47897,Q16637
293270,P49458,Q16637
293271,P49756,Q16637
293272,P49841,Q16637
293273,P51805,Q16637
293274,P52943,Q16637
293275,P53621,Q16637
293276,P55084,Q16637
293277,P56524,Q16637
293278,P57678,Q16637
293279,P57678,Q16637
293280,P61011,Q16637
293281,P62308,Q16637
293282,P62310,Q16637
293283,P62312,Q16637
293284,P62314,Q16637
293285,P62316,Q16637
293286,P62318,Q16637
293287,P62328,Q16637
293288,Q00013,Q16637
293289,Q00839,Q16637
293290,Q01085,Q16637
293291,Q01085,Q16637
293292,Q08211,Q16637
293293,Q08211,Q16637
293294,Q09013,Q16637
293295,Q09028,Q16637
293296,Q12766,Q16637
293297,Q12906,Q16637
293298,Q13107,Q16637
293299,Q13243,Q16637
293300,Q13286,Q16637
293301,Q13322,Q16637
293302,Q13427,Q16637
293303,Q13427,Q16637
293304,Q13432,Q16637
293305,Q13501,Q16637
293306,Q13509,Q16637
293307,Q13573,Q16637
293308,Q13618,Q16637
293309,Q13895,Q16637
293310,Q13895,Q16637
293311,Q14676,Q16637
293312,Q14974,Q16637
293313,Q14974,Q16637
293314,Q15047,Q16637
293315,Q15051,Q16637
293316,Q15051,Q16637
293317,Q15572,Q16637
293318,Q15833,Q16637
293319,Q15910,Q16637
293320,Q16637,Q16637
293321,Q16637,Q16637
293322,Q16637,Q16637
293323,Q16637,Q16637
293324,Q16637,Q16637
293325,Q16637,Q16637
293326,Q16637,Q16637
293327,Q16695,Q16637
293328,Q2QGD7,Q16637
293329,Q504Q3,Q16637
293330,Q5UIP0,Q16637
293331,Q6P0Q8,Q16637
293332,Q6P4I2,Q16637
293333,Q6UXH1,Q16637
293334,Q6Y7W6,Q16637
293335,Q7L5N1,Q16637
293336,Q7Z6E9,Q16637
293337,Q7Z6E9,Q16637
293338,Q8IXL6,Q16637
293339,Q8IY18,Q16637
293340,Q8N6T3,Q16637
293341,Q8NFF5,Q16637
293342,Q8TEQ6,Q16637
293343,Q8WVZ9,Q16637
293344,Q92731,Q16637
293345,Q92769,Q16637
293346,Q92882,Q16637
293347,Q92882,Q16637
293348,Q96AE4,Q16637
293349,Q96DT6,Q16637
293350,Q96EN9,Q16637
293351,Q96F24,Q16637
293352,Q96HA8,Q16637
293353,Q96PQ7,Q16637
293354,Q96PV6,Q16637
293355,Q96RR4,Q16637
293356,Q96ST3,Q16637
293357,Q99459,Q16637
293358,Q99496,Q16637
293359,Q9BQ83,Q16637
293360,Q9BQ83,Q16637
293361,Q9BUJ2,Q16637
293362,Q9BUJ2,Q16637
293363,Q9BZE1,Q16637
293364,Q9GZT6,Q16637
293365,Q9H324,Q16637
293366,Q9H840,Q16637
293367,Q9HB58,Q16637
293368,Q9NWA0,Q16637
293369,Q9NY12,Q16637
293370,Q9NZC7,Q16637
293371,Q9P283,Q16637
293372,Q9UHI6,Q16637
293373,Q9UK41,Q16637
293374,Q9UK41,Q16637
293375,Q9UK45,Q16637
293376,Q9UMN6,Q16637
293377,Q9UPQ3,Q16637
293378,Q9UPY3,Q16637
293379,Q9Y2V2,Q16637
293380,Q9Y333,Q16637
293381,Q9Y3F4,Q16637
293382,Q9Y4Y9,Q16637
293383,Q9Y4Z0,Q16637
293384,Q9Y600,Q16637
296410,P02786,Q30201
296411,P02786,Q30201
296412,P02786,Q30201
296413,P02787,Q30201
296414,P02787,Q30201
296415,P02787,Q30201
296416,P11021,Q30201
296417,P61769,Q30201
296418,P61769,Q30201
296419,P61769,Q30201
296420,P61769,Q30201
296421,P61769,Q30201
296422,Q14765,Q30201
296423,Q30201,Q30201
296424,Q9UP52,Q30201
296425,Q9UP52,Q30201
301768,O00429,Q5S007
301769,O00429,Q5S007
301770,O00585,Q5S007
301771,O14640,Q5S007
301772,O14640,Q5S007
301773,O14641,Q5S007
301774,O14641,Q5S007
301775,O14733,Q5S007
301776,O14966,Q5S007
301777,O14976,Q5S007
301778,O15027,Q5S007
301779,O15226,Q5S007
301780,O43353,Q5S007
301781,O43353,Q5S007
301782,O43516,Q5S007
301783,O60260,Q5S007
301784,O60260,Q5S007
301785,O60313,Q5S007
301786,O75581,Q5S007
301787,O75581,Q5S007
301788,O76080,Q5S007
301789,O95140,Q5S007
301790,O95295,Q5S007
301791,O95816,Q5S007
301792,O95817,Q5S007
301793,P00519,Q5S007
301794,P04350,Q5S007
301795,P04350,Q5S007
301796,P05060,Q5S007
301797,P05204,Q5S007
301798,P07195,Q5S007
301799,P07437,Q5S007
301800,P07437,Q5S007
301801,P07900,Q5S007
301802,P10636,Q5S007
301803,P12236,Q5S007
301804,P13473,Q5S007
301805,P17600,Q5S007
301806,P17612,Q5S007
301807,P17612,Q5S007
301808,P18621,Q5S007
301809,P26038,Q5S007
301810,P26373,Q5S007
301811,P27348,Q5S007
301812,P27348,Q5S007
301813,P30048,Q5S007
301814,P30084,Q5S007
301815,P30304,Q5S007
301816,P31323,Q5S007
301817,P31749,Q5S007
301818,P31946,Q5S007
301819,P31946,Q5S007
301820,P31947,Q5S007
301821,P35568,Q5S007
301822,P36873,Q5S007
301823,P37840,Q5S007
301824,P37840,Q5S007
301825,P41161,Q5S007
301826,P41220,Q5S007
301827,P41220,Q5S007
301828,P42568,Q5S007
301829,P42677,Q5S007
301830,P42679,Q5S007
301831,P46459,Q5S007
301832,P46734,Q5S007
301833,P46734,Q5S007
301834,P46821,Q5S007
301835,P49841,Q5S007
301836,P50914,Q5S007
301837,P52564,Q5S007
301838,P53355,Q5S007
301839,P60866,Q5S007
301840,P60953,Q5S007
301841,P60953,Q5S007
301842,P61020,Q5S007
301843,P61020,Q5S007
301844,P61020,Q5S007
301845,P61981,Q5S007
301846,P61981,Q5S007
301847,P61981,Q5S007
301848,P61981,Q5S007
301849,P62136,Q5S007
301850,P62258,Q5S007
301851,P62258,Q5S007
301852,P62258,Q5S007
301853,P62266,Q5S007
301854,P62277,Q5S007
301855,P62280,Q5S007
301856,P62750,Q5S007
301857,P62841,Q5S007
301858,P62906,Q5S007
301859,P63000,Q5S007
301860,P63000,Q5S007
301861,P63104,Q5S007
301862,P63104,Q5S007
301863,P63104,Q5S007
301864,P63104,Q5S007
301865,P68104,Q5S007
301866,P68371,Q5S007
301867,P78368,Q5S007
301868,P83881,Q5S007
301869,Q04917,Q5S007
301870,Q04917,Q5S007
301871,Q04917,Q5S007
301872,Q04917,Q5S007
301873,Q05193,Q5S007
301874,Q05639,Q5S007
301875,Q07864,Q5S007
301876,Q08116,Q5S007
301877,Q13153,Q5S007
301878,Q13158,Q5S007
301879,Q13158,Q5S007
301880,Q13330,Q5S007
301881,Q13387,Q5S007
301882,Q13469,Q5S007
301883,Q13469,Q5S007
301884,Q13546,Q5S007
301885,Q13637,Q5S007
301886,Q13885,Q5S007
301887,Q14155,Q5S007
301888,Q14155,Q5S007
301889,Q15628,Q5S007
301890,Q16543,Q5S007
301891,Q38SD2,Q5S007
301892,Q38SD2,Q5S007
301893,Q5H9L4,Q5S007
301894,Q5NDL2,Q5S007
301895,Q5S007,Q5S007
301896,Q5S007,Q5S007
301897,Q5S007,Q5S007
301898,Q5S007,Q5S007
301899,Q5S007,Q5S007
301900,Q5W0B1,Q5S007
301901,Q6IN85,Q5S007
301902,Q7Z4I7,Q5S007
301903,Q86XE5,Q5S007
301904,Q8IWX8,Q5S007
301905,Q8IYH5,Q5S007
301906,Q8N0T1,Q5S007
301907,Q8N6T3,Q5S007
301908,Q8N6T3,Q5S007
301909,Q8N8V4,Q5S007
301910,Q8NFT6,Q5S007
301911,Q92519,Q5S007
301912,Q92890,Q5S007
301913,Q96IY1,Q5S007
301914,Q96PT4,Q5S007
301915,Q96QK1,Q5S007
301916,Q99933,Q5S007
301917,Q99961,Q5S007
301918,Q9BQ70,Q5S007
301919,Q9BRP8,Q5S007
301920,Q9BYT3,Q5S007
301921,Q9H6S3,Q5S007
301922,Q9HBH9,Q5S007
301923,Q9HC44,Q5S007
301924,Q9HCP0,Q5S007
301925,Q9NV56,Q5S007
301926,Q9NWM3,Q5S007
301927,Q9P013,Q5S007
301928,Q9UKI2,Q5S007
301929,Q9UKV8,Q5S007
301930,Q9UL15,Q5S007
301931,Q9UM07,Q5S007
301932,Q9UN19,Q5S007
301933,Q9UNE7,Q5S007
301934,Q9UNE7,Q5S007
301935,Q9UNE7,Q5S007
301936,Q9UNE7,Q5S007
301937,Q9UQB9,Q5S007
301938,Q9Y5X1,Q5S007
313084,O15205,Q6Y7W6
313085,O43918,Q6Y7W6
313086,O60573,Q6Y7W6
313087,P04637,Q6Y7W6
313088,P06729,Q6Y7W6
313089,P07900,Q6Y7W6
313090,P07900,Q6Y7W6
313091,P09234,Q6Y7W6
313092,P09234,Q6Y7W6
313093,P0CG48,Q6Y7W6
313094,P14678,Q6Y7W6
313095,P14678,Q6Y7W6
313096,P25054,Q6Y7W6
313097,P25054,Q6Y7W6
313098,P25054,Q6Y7W6
313099,P31946,Q6Y7W6
313100,P31946,Q6Y7W6
313101,P35226,Q6Y7W6
313102,P35558,Q6Y7W6
313103,P38936,Q6Y7W6
313104,P50402,Q6Y7W6
313105,P51784,Q6Y7W6
313106,P51784,Q6Y7W6
313107,P54646,Q6Y7W6
313108,P55072,Q6Y7W6
313109,P63104,Q6Y7W6
313110,P63162,Q6Y7W6
313111,Q01860,Q6Y7W6
313112,Q08380,Q6Y7W6
313113,Q13148,Q6Y7W6
313114,Q13322,Q6Y7W6
313115,Q13322,Q6Y7W6
313116,Q14240,Q6Y7W6
313117,Q7Z6Z7,Q6Y7W6
313118,Q86XR8,Q6Y7W6
313119,Q8TAP6,Q6Y7W6
313120,Q8TF46,Q6Y7W6
313121,Q8TF46,Q6Y7W6
313122,Q92600,Q6Y7W6
313123,Q96CW5,Q6Y7W6
313124,Q96GD4,Q6Y7W6
313125,Q9BV73,Q6Y7W6
313126,Q9BXB1,Q6Y7W6
313127,Q9H0W5,Q6Y7W6
313128,Q9NRC8,Q6Y7W6
313129,Q9NTZ6,Q6Y7W6
313130,Q9NTZ6,Q6Y7W6
313131,Q9UNF1,Q6Y7W6
313132,Q9Y2W2,Q6Y7W6
314183,O14686,Q6ZW49
314184,O14686,Q6ZW49
314185,O15162,Q6ZW49
314186,O15550,Q6ZW49
314187,O15550,Q6ZW49
314188,O60356,Q6ZW49
314189,O60356,Q6ZW49
314190,P01023,Q6ZW49
314191,P05067,Q6ZW49
314192,P11172,Q6ZW49
314193,P16104,Q6ZW49
314194,P20062,Q6ZW49
314195,P29474,Q6ZW49
314196,P29590,Q6ZW49
314197,P29590,Q6ZW49
314198,P37231,Q6ZW49
314199,P61964,Q6ZW49
314200,P78316,Q6ZW49
314201,Q02962,Q6ZW49
314202,Q12888,Q6ZW49
314203,Q12888,Q6ZW49
314204,Q12888,Q6ZW49
314205,Q13573,Q6ZW49
314206,Q14686,Q6ZW49
314207,Q14686,Q6ZW49
314208,Q15291,Q6ZW49
314209,Q15291,Q6ZW49
314210,Q15555,Q6ZW49
314211,Q15717,Q6ZW49
314212,Q15796,Q6ZW49
314213,Q15796,Q6ZW49
314214,Q15796,Q6ZW49
314215,Q6UXN9,Q6ZW49
314216,Q6ZW49,Q6ZW49
314217,Q8IYB3,Q6ZW49
314218,Q8NB78,Q6ZW49
314219,Q96BR9,Q6ZW49
314220,Q96HA1,Q6ZW49
314221,Q9BQ95,Q6ZW49
314222,Q9BQ95,Q6ZW49
314223,Q9BTK6,Q6ZW49
314224,Q9H0A6,Q6ZW49
314225,Q9Y2H9,Q6ZW49
314226,Q9Y2H9,Q6ZW49
317679,A6NHQ4,Q7Z333
317680,A6NHQ4,Q7Z333
317681,O75530,Q7Z333
317682,O75925,Q7Z333
317683,O95758,Q7Z333
317684,P01106,Q7Z333
317685,P01106,Q7Z333
317686,P02647,Q7Z333
317687,P02647,Q7Z333
317688,P02768,Q7Z333
317689,P02768,Q7Z333
317690,P02787,Q7Z333
317691,P0CG48,Q7Z333
317692,P0CG48,Q7Z333
317693,P38398,Q7Z333
317694,P60953,Q7Z333
317695,P61956,Q7Z333
317696,P63165,Q7Z333
317697,P63165,Q7Z333
317698,P63279,Q7Z333
317699,P63279,Q7Z333
317700,P63279,Q7Z333
317701,Q06265,Q7Z333
317702,Q12873,Q7Z333
317703,Q13569,Q7Z333
317704,Q13573,Q7Z333
317705,Q15910,Q7Z333
317706,Q15910,Q7Z333
317707,Q7Z333,Q7Z333
317708,Q92833,Q7Z333
317709,Q92833,Q7Z333
317710,Q99459,Q7Z333
317711,Q9H2X6,Q7Z333
346013,P21810,Q8WXH2
346014,P62136,Q8WXH2
346015,P62136,Q8WXH2
346016,P84022,Q8WXH2
346017,Q9Y6E0,Q8WXH2
349184,O00743,Q92562
349185,P0CG48,Q92562
349186,P54646,Q92562
349187,P62633,Q92562
349188,Q01813,Q92562
349189,Q08AM6,Q92562
349190,Q08AM6,Q92562
349191,Q14457,Q92562
349192,Q96EB6,Q92562
349193,Q9NTJ5,Q92562
349194,Q9Y294,Q92562
349195,Q9Y4P8,Q92562
349196,Q9Y4P8,Q92562
350814,O14965,Q92673
350815,O43781,Q92673
350816,P09958,Q92673
350817,P09958,Q92673
350818,P13569,Q92673
350819,P13569,Q92673
350820,P30533,Q92673
350821,P30533,Q92673
350822,P62136,Q92673
350823,Q13131,Q92673
350824,Q13616,Q92673
350825,Q7L5N1,Q92673
350826,Q92905,Q92673
350827,Q96QK1,Q92673
350828,Q99575,Q92673
350829,Q9C0C7,Q92673
350830,Q9H1Y0,Q92673
350831,Q9NRD1,Q92673
350832,Q9UJY4,Q92673
350833,Q9UJY4,Q92673
350834,Q9UJY5,Q92673
354096,P00533,Q92870
354097,P00533,Q92870
354098,P05067,Q92870
354099,P05067,Q92870
354100,P0CG48,Q92870
354101,P42858,Q92870
354102,P45983,Q92870
354103,Q13485,Q92870
354104,Q13485,Q92870
354105,Q8NDD8,Q92870
354106,Q92870,Q92870
354107,Q92870,Q92870
354108,Q9HCE7,Q92870
374396,P0CG48,Q96Q42
374397,P12980,Q96Q42
374398,P20339,Q96Q42
374399,P31946,Q96Q42
374400,P31946,Q96Q42
374401,P31946,Q96Q42
374402,P31946,Q96Q42
374403,P55072,Q96Q42
374404,P63000,Q96Q42
374405,P63000,Q96Q42
374406,Q13501,Q96Q42
374407,Q15075,Q96Q42
374408,Q15075,Q96Q42
374409,Q16543,Q96Q42
374410,Q96Q42,Q96Q42
374411,Q96Q42,Q96Q42
374911,P0CG48,Q96QT4
374912,Q00722,Q96QT4
374913,Q96QT4,Q96QT4
374914,Q96QT4,Q96QT4
374915,Q96QT4,Q96QT4
374916,Q9C0C7,Q96QT4
379020,O00220,Q99497
379021,O00483,Q99497
379022,O43524,Q99497
379023,O60260,Q99497
379024,O75323,Q99497
379025,O75364,Q99497
379026,O75928,Q99497
379027,O75928,Q99497
379028,O94776,Q99497
379029,O94966,Q99497
379030,O94966,Q99497
379031,O95336,Q99497
379032,O95551,Q99497
379033,P00519,Q99497
379034,P04637,Q99497
379035,P04637,Q99497
379036,P06748,Q99497
379037,P07949,Q99497
379038,P08247,Q99497
379039,P0CG48,Q99497
379040,P10275,Q99497
379041,P10275,Q99497
379042,P14672,Q99497
379043,P15923,Q99497
379044,P16871,Q99497
379045,P18859,Q99497
379046,P30153,Q99497
379047,P30153,Q99497
379048,P30153,Q99497
379049,P30154,Q99497
379050,P30154,Q99497
379051,P30154,Q99497
379052,P32322,Q99497
379053,P34932,Q99497
379054,P35638,Q99497
379055,P37840,Q99497
379056,P38606,Q99497
379057,P38646,Q99497
379058,P40337,Q99497
379059,P40337,Q99497
379060,P46459,Q99497
379061,P46821,Q99497
379062,P60484,Q99497
379063,P62258,Q99497
379064,P63104,Q99497
379065,P63165,Q99497
379066,P63165,Q99497
379067,P63244,Q99497
379068,P63244,Q99497
379069,P63279,Q99497
379070,Q07817,Q99497
379071,Q12791,Q99497
379072,Q12791,Q99497
379073,Q12933,Q99497
379074,Q13158,Q99497
379075,Q13158,Q99497
379076,Q13286,Q99497
379077,Q13330,Q99497
379078,Q13547,Q99497
379079,Q13547,Q99497
379080,Q14790,Q99497
379081,Q15233,Q99497
379082,Q15831,Q99497
379083,Q5THR3,Q99497
379084,Q5THR3,Q99497
379085,Q6GQQ9,Q99497
379086,Q6GQQ9,Q99497
379087,Q6MZP7,Q99497
379088,Q6ZNE5,Q99497
379089,Q7Z6L1,Q99497
379090,Q8IY92,Q99497
379091,Q8NFJ9,Q99497
379092,Q96F24,Q99497
379093,Q96GY3,Q99497
379094,Q99497,Q99497
379095,Q99497,Q99497
379096,Q99497,Q99497
379097,Q99497,Q99497
379098,Q99497,Q99497
379099,Q99497,Q99497
379100,Q99683,Q99497
379101,Q9BZS1,Q99497
379102,Q9GZZ9,Q99497
379103,Q9H1Y0,Q99497
379104,Q9H2F3,Q99497
379105,Q9NWV8,Q99497
379106,Q9NWV8,Q99497
379107,Q9P2Y5,Q99497
379108,Q9UBT2,Q99497
379109,Q9UBU9,Q99497
379110,Q9UER7,Q99497
379111,Q9UER7,Q99497
379112,Q9UGJ0,Q99497
379113,Q9Y484,Q99497
379114,Q9Y4P8,Q99497
394432,O43318,Q9BXM7
394433,O43464,Q9BXM7
394434,O60260,Q9BXM7
394435,O60260,Q9BXM7
394436,O60260,Q9BXM7
394437,O75530,Q9BXM7
394438,O75530,Q9BXM7
394439,O95816,Q9BXM7
394440,P07900,Q9BXM7
394441,P08238,Q9BXM7
394442,P0CG48,Q9BXM7
394443,P31749,Q9BXM7
394444,P40763,Q9BXM7
394445,P51617,Q9BXM7
394446,P60484,Q9BXM7
394447,P61081,Q9BXM7
394448,P63104,Q9BXM7
394449,Q07817,Q9BXM7
394450,Q07820,Q9BXM7
394451,Q14457,Q9BXM7
394452,Q15388,Q9BXM7
394453,Q15388,Q9BXM7
394454,Q16543,Q9BXM7
394455,Q6R327,Q9BXM7
394456,Q6SZW1,Q9BXM7
394457,Q7KZI7,Q9BXM7
394458,Q8IXI1,Q9BXM7
394459,Q8IXI2,Q9BXM7
394460,Q8IXI2,Q9BXM7
394461,Q8NEU8,Q9BXM7
394462,Q8WXH5,Q9BXM7
394463,Q92843,Q9BXM7
394464,Q96HS1,Q9BXM7
394465,Q99497,Q9BXM7
394466,Q9BPZ7,Q9BXM7
394467,Q9BXM7,Q9BXM7
394468,Q9BXM7,Q9BXM7
394469,Q9BXM7,Q9BXM7
394470,Q9UJA2,Q9BXM7
394471,Q9Y3I1,Q9BXM7
394472,Q9Y6H5,Q9BXM7
411144,P07948,Q9HBA0
411145,P07948,Q9HBA0
411146,P0CG48,Q9HBA0
411147,P30556,Q9HBA0
411148,P32121,Q9HBA0
411149,P32121,Q9HBA0
411150,P49407,Q9HBA0
411151,P55087,Q9HBA0
411152,Q13438,Q9HBA0
411153,Q13438,Q9HBA0
411154,Q14244,Q9HBA0
411155,Q96J02,Q9HBA0
411156,Q9HBA0,Q9HBA0
411157,Q9NWT6,Q9HBA0
411158,Q9NWT6,Q9HBA0
415503,O14976,Q9NQ11
415504,O60238,Q9NQ11
415505,O75592,Q9NQ11
415506,O95070,Q9NQ11
415507,O95786,Q9NQ11
415508,P0CG48,Q9NQ11
415509,P11142,Q9NQ11
415510,P25106,Q9NQ11
415511,P25116,Q9NQ11
415512,P32239,Q9NQ11
415513,P60709,Q9NQ11
415514,Q04759,Q9NQ11
415515,Q06055,Q9NQ11
415516,Q14318,Q9NQ11
415517,Q15084,Q9NQ11
415518,Q2M2I8,Q9NQ11
415519,Q6ZN04,Q9NQ11
415520,Q8NG11,Q9NQ11
415521,Q9BT88,Q9NQ11
415522,Q9BWH2,Q9NQ11
415523,Q9GZU8,Q9NQ11
415524,Q9NRP0,Q9NQ11
415525,Q9NV79,Q9NQ11
415526,Q9NX76,Q9NQ11
415527,Q9NX76,Q9NQ11
415528,Q9NX76,Q9NQ11
415529,Q9UN67,Q9NQ11
436230,O43741,Q9UGJ0
436231,O43741,Q9UGJ0
436232,O43741,Q9UGJ0
436233,O75385,Q9UGJ0
