,SwissProt1,SwissProt2
150596,Q5VT06,P37231
150597,Q5VT06,P37231
150598,Q6STE5,P37231
150599,Q86VZ6,P37231
150600,Q8WZ75,P37231
150601,Q96CV9,P37231
150602,Q96L73,P37231
150603,Q99460,P37231
150604,Q99612,P37231
150605,Q9BUJ2,P37231
150606,Q9BZS1,P37231
150607,Q9GZV5,P37231
150608,Q9H0E9,P37231
150609,Q9H6Z4,P37231
150610,Q9UBK2,P37231
150611,Q9UK39,P37231
150612,Q9Y4B4,P37231
150613,Q9Y618,P37231
150614,Q9Y6Q9,P37231
150615,Q9Y6Q9,P37231
150880,O00257,P37840
150881,O14656,P37840
150882,O14656,P37840
150883,O43236,P37840
150884,O43255,P37840
150885,O43255,P37840
150886,O60260,P37840
150887,O60260,P37840
150888,O75821,P37840
150889,O94811,P37840
150890,O94811,P37840
150891,P00414,P37840
150892,P00533,P37840
150893,P02511,P37840
150894,P05067,P37840
150895,P06241,P37840
150896,P06241,P37840
150897,P07101,P37840
150898,P07101,P37840
150899,P07602,P37840
150900,P07900,P37840
150901,P07948,P37840
150902,P08107,P37840
150903,P08107,P37840
150904,P08107,P37840
150905,P09769,P37840
150906,P0CG48,P37840
150907,P0CG48,P37840
150908,P0CG48,P37840
150909,P10636,P37840
150910,P11142,P37840
150911,P12931,P37840
150912,P17600,P37840
150913,P19419,P37840
150914,P19419,P37840
150915,P19784,P37840
150916,P20336,P37840
150917,P20339,P37840
150918,P22735,P37840
150919,P23975,P37840
150920,P25098,P37840
150921,P27348,P37840
150922,P27361,P37840
150923,P28482,P37840
150924,P28482,P37840
150925,P28482,P37840
150926,P31645,P37840
150927,P31946,P37840
150928,P31946,P37840
150929,P34932,P37840
150930,P34947,P37840
150931,P34947,P37840
150932,P37840,P37840
150933,P37840,P37840
150934,P37840,P37840
150935,P37840,P37840
150936,P38646,P37840
150937,P43250,P37840
150938,P43250,P37840
150939,P43405,P37840
150940,P46934,P37840
150941,P48729,P37840
150942,P48730,P37840
150943,P48730,P37840
150944,P48730,P37840
150945,P49841,P37840
150946,P49841,P37840
150947,P53350,P37840
150948,P61006,P37840
150949,P61956,P37840
150950,P61956,P37840
150951,P62258,P37840
150952,P62258,P37840
150953,P68104,P37840
150954,P68133,P37840
150955,P68400,P37840
150956,P68400,P37840
150957,P78352,P37840
150958,Q01959,P37840
150959,Q01959,P37840
150960,Q02156,P37840
150961,Q03135,P37840
150962,Q04917,P37840
150963,Q07817,P37840
150964,Q13393,P37840
150965,Q13501,P37840
150966,Q13501,P37840
150967,Q13526,P37840
150968,Q14289,P37840
150969,Q15019,P37840
150970,Q15835,P37840
150971,Q16143,P37840
150972,Q16143,P37840
150973,Q5S007,P37840
150974,Q71U36,P37840
150975,Q92876,P37840
150976,Q92876,P37840
150977,Q92934,P37840
150978,Q92934,P37840
150979,Q93008,P37840
150980,Q96PU5,P37840
150981,Q96ST3,P37840
150982,Q99497,P37840
150983,Q99497,P37840
150984,Q9BXM7,P37840
150985,Q9BXS0,P37840
150986,Q9H492,P37840
150987,Q9H4B4,P37840
150988,Q9NYY3,P37840
150989,Q9UQF2,P37840
150990,Q9Y4K3,P37840
150991,Q9Y6H5,P37840
150992,Q9Y6H5,P37840
150993,Q9Y6H5,P37840
150994,Q9Y6H5,P37840
156395,O43181,P41219
156396,O43524,P41219
156397,O43741,P41219
156398,O43852,P41219
156399,O75323,P41219
156400,O75385,P41219
156401,O95166,P41219
156402,P08670,P41219
156403,P08670,P41219
156404,P08670,P41219
156405,P0CG48,P41219
156406,P11586,P41219
156407,P17302,P41219
156408,P19012,P41219
156409,P19012,P41219
156410,P19012,P41219
156411,P19012,P41219
156412,P19022,P41219
156413,P20700,P41219
156414,P23942,P41219
156415,P60520,P41219
156416,P60520,P41219
156417,Q00005,P41219
156418,Q00839,P41219
156419,Q12791,P41219
156420,Q12906,P41219
156421,Q12933,P41219
156422,Q13286,P41219
156423,Q13501,P41219
156424,Q13618,P41219
156425,Q15831,P41219
156426,Q2TAZ0,P41219
156427,Q8TD19,P41219
156428,Q8WVZ9,P41219
156429,Q8WWW0,P41219
156430,Q92731,P41219
156431,Q96F24,P41219
156432,Q96RR4,P41219
156433,Q9BQS8,P41219
156434,Q9BSB4,P41219
156435,Q9BW61,P41219
156436,Q9GZZ9,P41219
156437,Q9H0R8,P41219
156438,Q9H0R8,P41219
156439,Q9H1Y0,P41219
156440,Q9NR46,P41219
156441,Q9P2Y5,P41219
156442,Q9UMX5,P41219
156443,Q9Y371,P41219
156444,Q9Y484,P41219
156445,Q9Y4I1,P41219
156446,Q9Y4I1,P41219
156447,Q9Y4P8,P41219
160143,A4D1P6,P42858
160144,G3V1X1,P42858
160145,O00268,P42858
160146,O00268,P42858
160147,O00291,P42858
160148,O00291,P42858
160149,O00291,P42858
160150,O00291,P42858
160151,O00459,P42858
160152,O00746,P42858
160153,O00746,P42858
160154,O14545,P42858
160155,O14645,P42858
160156,O14776,P42858
160157,O14776,P42858
160158,O14776,P42858
160159,O14901,P42858
160160,O14920,P42858
160161,O15111,P42858
160162,O15169,P42858
160163,O43295,P42858
160164,O43312,P42858
160165,O43312,P42858
160166,O60291,P42858
160167,O60293,P42858
160168,O60437,P42858
160169,O75044,P42858
160170,O75146,P42858
160171,O75150,P42858
160172,O75376,P42858
160173,O75376,P42858
160174,O75400,P42858
160175,O75400,P42858
160176,O75400,P42858
160177,O75400,P42858
160178,O75409,P42858
160179,O75409,P42858
160180,O75410,P42858
160181,O75446,P42858
160182,O75554,P42858
160183,O75781,P42858
160184,O75925,P42858
160185,O94885,P42858
160186,O94973,P42858
160187,O94973,P42858
160188,O95163,P42858
160189,O95163,P42858
160190,O95163,P42858
160191,O95163,P42858
160192,O95243,P42858
160193,O95243,P42858
160194,O95278,P42858
160195,O95751,P42858
160196,P02792,P42858
160197,P04406,P42858
160198,P04406,P42858
160199,P04637,P42858
160200,P04637,P42858
160201,P04637,P42858
160202,P07437,P42858
160203,P08047,P42858
160204,P08047,P42858
160205,P08047,P42858
160206,P09017,P42858
160207,P0CG48,P42858
160208,P10809,P42858
160209,P11142,P42858
160210,P12956,P42858
160211,P12956,P42858
160212,P12956,P42858
160213,P12956,P42858
160214,P13674,P42858
160215,P14618,P42858
160216,P15311,P42858
160217,P16220,P42858
160218,P17096,P42858
160219,P19838,P42858
160220,P20226,P42858
160221,P20936,P42858
160222,P21980,P42858
160223,P23610,P42858
160224,P27986,P42858
160225,P29466,P42858
160226,P29466,P42858
160227,P29590,P42858
160228,P31749,P42858
160229,P31749,P42858
160230,P35080,P42858
160231,P35080,P42858
160232,P35080,P42858
160233,P35080,P42858
160234,P35222,P42858
160235,P35520,P42858
160236,P36578,P42858
160237,P37231,P42858
160238,P37840,P42858
160239,P37840,P42858
160240,P40818,P42858
160241,P42331,P42858
160242,P42574,P42858
160243,P42574,P42858
160244,P42575,P42858
160245,P42858,P42858
160246,P42858,P42858
160247,P42858,P42858
160248,P42858,P42858
160249,P42858,P42858
160250,P43268,P42858
160251,P50221,P42858
160252,P50570,P42858
160253,P52736,P42858
160254,P54257,P42858
160255,P55072,P42858
160256,P55210,P42858
160257,P55212,P42858
160258,P61086,P42858
160259,P62993,P42858
160260,P63165,P42858
160261,P78352,P42858
160262,Q02447,P42858
160263,Q02779,P42858
160264,Q05481,P42858
160265,Q12797,P42858
160266,Q12873,P42858
160267,Q12873,P42858
160268,Q12873,P42858
160269,Q13011,P42858
160270,Q13255,P42858
160271,Q13363,P42858
160272,Q13363,P42858
160273,Q13503,P42858
160274,Q13562,P42858
160275,Q13617,P42858
160276,Q13882,P42858
160277,Q13885,P42858
160278,Q14194,P42858
160279,Q14194,P42858
160280,Q14257,P42858
160281,Q14765,P42858
160282,Q14790,P42858
160283,Q14814,P42858
160284,Q15119,P42858
160285,Q15119,P42858
160286,Q15642,P42858
160287,Q15843,P42858
160288,Q2NKX8,P42858
160289,Q3V6T2,P42858
160290,Q5W5X9,P42858
160291,Q6IAI7,P42858
160292,Q6NWY9,P42858
160293,Q6VVB1,P42858
160294,Q86TM6,P42858
160295,Q8IUH5,P42858
160296,Q8IY31,P42858
160297,Q8N2W9,P42858
160298,Q8N7X4,P42858
160299,Q8TD23,P42858
160300,Q8WTP9,P42858
160301,Q8WYH8,P42858
160302,Q92793,P42858
160303,Q92793,P42858
160304,Q92793,P42858
160305,Q92797,P42858
160306,Q93034,P42858
160307,Q969T4,P42858
160308,Q96CV9,P42858
160309,Q96CV9,P42858
160310,Q96D09,P42858
160311,Q96D09,P42858
160312,Q96DZ7,P42858
160313,Q96EE4,P42858
160314,Q96EE4,P42858
160315,Q96K21,P42858
160316,Q96KD3,P42858
160317,Q96M61,P42858
160318,Q96MT8,P42858
160319,Q96N16,P42858
160320,Q96NC0,P42858
160321,Q96ST3,P42858
160322,Q99689,P42858
160323,Q99963,P42858
160324,Q9BVA6,P42858
160325,Q9BVJ6,P42858
160326,Q9BVJ6,P42858
160327,Q9BVL2,P42858
160328,Q9BY11,P42858
160329,Q9BY11,P42858
160330,Q9BYW2,P42858
160331,Q9H0E2,P42858
160332,Q9H1J1,P42858
160333,Q9H2U2,P42858
160334,Q9H9B1,P42858
160335,Q9NNZ3,P42858
160336,Q9NX55,P42858
160337,Q9UEY8,P42858
160338,Q9UJY4,P42858
160339,Q9UK73,P42858
160340,Q9ULU4,P42858
160341,Q9Y2X7,P42858
160342,Q9Y371,P42858
160343,Q9Y371,P42858
160344,Q9Y3C7,P42858
160345,Q9Y5A7,P42858
160346,Q9Y605,P42858
160347,Q9Y6E2,P42858
161155,O60313,P43354
161156,P07197,P43354
161157,P37231,P43354
161158,P40337,P43354
161159,P49918,P43354
161160,P55273,P43354
161161,P62826,P43354
161162,P78347,P43354
161163,Q04206,P43354
161164,Q15418,P43354
161165,Q15717,P43354
161166,Q92793,P43354
161167,Q9BTT0,P43354
173468,A4D1B5,P49768
173469,O00217,P49768
173470,O00548,P49768
173471,O43187,P49768
173472,O43464,P49768
173473,O75369,P49768
173474,O75369,P49768
173475,O75369,P49768
173476,O75369,P49768
173477,O75460,P49768
173478,O75460,P49768
173479,O94905,P49768
173480,O94905,P49768
173481,O94985,P49768
173482,O95551,P49768
173483,P04406,P49768
173484,P05067,P49768
173485,P05067,P49768
173486,P05067,P49768
173487,P05067,P49768
173488,P08138,P49768
173489,P0CG48,P49768
173490,P10415,P49768
173491,P10415,P49768
173492,P10415,P49768
173493,P10636,P49768
173494,P11172,P49768
173495,P12830,P49768
173496,P12830,P49768
173497,P12830,P49768
173498,P14136,P49768
173499,P14923,P49768
173500,P14923,P49768
173501,P15924,P49768
173502,P17612,P49768
173503,P17612,P49768
173504,P20336,P49768
173505,P20618,P49768
173506,P21333,P49768
173507,P21333,P49768
173508,P21333,P49768
173509,P25024,P49768
173510,P27635,P49768
173511,P27797,P49768
173512,P27986,P49768
173513,P27986,P49768
173514,P27986,P49768
173515,P28066,P49768
173516,P29466,P49768
173517,P29466,P49768
173518,P31150,P49768
173519,P35221,P49768
173520,P35221,P49768
173521,P35222,P49768
173522,P35222,P49768
173523,P35222,P49768
173524,P35222,P49768
173525,P35222,P49768
173526,P35222,P49768
173527,P36897,P49768
173528,P42574,P49768
173529,P42574,P49768
173530,P49662,P49768
173531,P49662,P49768
173532,P49755,P49768
173533,P49768,P49768
173534,P49768,P49768
173535,P49768,P49768
173536,P49768,P49768
173537,P49810,P49768
173538,P49810,P49768
173539,P49841,P49768
173540,P49841,P49768
173541,P49841,P49768
173542,P49841,P49768
173543,P52799,P49768
173544,P55210,P49768
173545,P55210,P49768
173546,P55212,P49768
173547,P55809,P49768
173548,P56817,P49768
173549,P62491,P49768
173550,P98172,P49768
173551,Q00535,P49768
173552,Q00535,P49768
173553,Q02410,P49768
173554,Q05513,P49768
173555,Q05513,P49768
173556,Q07817,P49768
173557,Q07817,P49768
173558,Q07817,P49768
173559,Q07817,P49768
173560,Q08211,P49768
173561,Q14126,P49768
173562,Q14790,P49768
173563,Q14790,P49768
173564,Q15011,P49768
173565,Q6EMK4,P49768
173566,Q6FHW4,P49768
173567,Q6P1Q9,P49768
173568,Q7LC44,P49768
173569,Q8IZD9,P49768
173570,Q8WW43,P49768
173571,Q8WW43,P49768
173572,Q8WW43,P49768
173573,Q92542,P49768
173574,Q92542,P49768
173575,Q969H0,P49768
173576,Q96BI3,P49768
173577,Q96BI3,P49768
173578,Q96BI3,P49768
173579,Q96BI3,P49768
173580,Q96QH2,P49768
173581,Q96RR4,P49768
173582,Q96TA2,P49768
173583,Q96TC7,P49768
173584,Q99569,P49768
173585,Q99590,P49768
173586,Q99828,P49768
173587,Q9H0A6,P49768
173588,Q9NQB0,P49768
173589,Q9NQB0,P49768
173590,Q9NZ42,P49768
173591,Q9NZ42,P49768
173592,Q9NZJ7,P49768
173593,Q9UBM1,P49768
173594,Q9UM47,P49768
173595,Q9UMF0,P49768
173596,Q9UMX0,P49768
173597,Q9UQB3,P49768
173598,Q9UQB3,P49768
173599,Q9Y2W7,P49768
173600,Q9Y2W7,P49768
173601,Q9Y4J8,P49768
179168,O14867,P51587
179169,O15287,P51587
179170,O15287,P51587
179171,O15287,P51587
179172,O43242,P51587
179173,O43502,P51587
179174,O43542,P51587
179175,O60566,P51587
179176,O94776,P51587
179177,O95239,P51587
179178,O96017,P51587
179179,P00519,P51587
179180,P00519,P51587
179181,P04637,P51587
179182,P06241,P51587
179183,P06241,P51587
179184,P07910,P51587
179185,P08047,P51587
179186,P0CG48,P51587
179187,P16104,P51587
179188,P16455,P51587
179189,P20248,P51587
179190,P24941,P51587
179191,P38398,P51587
179192,P38398,P51587
179193,P38398,P51587
179194,P38398,P51587
179195,P38398,P51587
179196,P42229,P51587
179197,P46736,P51587
179198,P46736,P51587
179199,P46934,P51587
179200,P50454,P51587
179201,P51587,P51587
179202,P51587,P51587
179203,P53350,P51587
179204,P53350,P51587
179205,P54277,P51587
179206,P54278,P51587
179207,P54725,P51587
179208,P54725,P51587
179209,P54725,P51587
179210,P60896,P51587
179211,P60896,P51587
179212,P60896,P51587
179213,P84022,P51587
179214,P84022,P51587
179215,Q06609,P51587
179216,Q06609,P51587
179217,Q13315,P51587
179218,Q13535,P51587
179219,Q13547,P51587
179220,Q14565,P51587
179221,Q15008,P51587
179222,Q7Z589,P51587
179223,Q86YC2,P51587
179224,Q86YC2,P51587
179225,Q8IXJ6,P51587
179226,Q8IZU3,P51587
179227,Q8N1V2,P51587
179228,Q8N1V2,P51587
179229,Q92769,P51587
179230,Q92831,P51587
179231,Q96EB6,P51587
179232,Q99728,P51587
179233,Q9BXW9,P51587
179234,Q9H9S0,P51587
179235,Q9H9S0,P51587
179236,Q9NTG7,P51587
179237,Q9NVA1,P51587
179238,Q9P0W2,P51587
179239,Q9P287,P51587
179240,Q9UBU8,P51587
188994,B1AQ61,P55072
188995,B1AQ61,P55072
188996,O00124,P55072
188997,O00124,P55072
188998,O00141,P55072
188999,O00232,P55072
189000,O00237,P55072
189001,O00443,P55072
189002,O00443,P55072
189003,O00487,P55072
189004,O00767,P55072
189005,O14730,P55072
189006,O14802,P55072
189007,O14818,P55072
189008,O15205,P55072
189009,O15438,P55072
189010,O15457,P55072
189011,O15503,P55072
189012,O43172,P55072
189013,O43709,P55072
189014,O43852,P55072
189015,O60260,P55072
189016,O60674,P55072
189017,O60678,P55072
189018,O60858,P55072
189019,O60884,P55072
189020,O60941,P55072
189021,O75147,P55072
189022,O75369,P55072
189023,O75478,P55072
189024,O75478,P55072
189025,O75530,P55072
189026,O75674,P55072
189027,O75688,P55072
189028,O75886,P55072
189029,O76071,P55072
189030,O77932,P55072
189031,O77932,P55072
189032,O94868,P55072
189033,O94868,P55072
189034,O94888,P55072
189035,O94888,P55072
189036,O94941,P55072
189037,O95155,P55072
189038,O95155,P55072
189039,O95155,P55072
189040,O95155,P55072
189041,O95155,P55072
189042,O95166,P55072
189043,O95292,P55072
189044,O95292,P55072
189045,O95336,P55072
189046,P00558,P55072
189047,P01730,P55072
189048,P01889,P55072
189049,P01912,P55072
189050,P02647,P55072
189051,P02751,P55072
189052,P04035,P55072
189053,P04114,P55072
189054,P04234,P55072
189055,P04637,P55072
189056,P04844,P55072
189057,P05161,P55072
189058,P05161,P55072
189059,P05388,P55072
189060,P06748,P55072
189061,P07237,P55072
189062,P07550,P55072
189063,P07550,P55072
189064,P07737,P55072
189065,P07900,P55072
189066,P08133,P55072
189067,P08238,P55072
189068,P09467,P55072
189069,P09467,P55072
189070,P09467,P55072
189071,P09496,P55072
189072,P09496,P55072
189073,P09496,P55072
189074,P0CG48,P55072
189075,P0CG48,P55072
189076,P0CG48,P55072
189077,P10276,P55072
189078,P10619,P55072
189079,P10636,P55072
189080,P10916,P55072
189081,P10916,P55072
189082,P11142,P55072
189083,P11441,P55072
189084,P12931,P55072
189085,P13569,P55072
189086,P13569,P55072
189087,P13591,P55072
189088,P13612,P55072
189089,P13796,P55072
189090,P14625,P55072
189091,P14672,P55072
189092,P14784,P55072
189093,P15144,P55072
189094,P15374,P55072
189095,P16871,P55072
189096,P17980,P55072
189097,P19320,P55072
189098,P19320,P55072
189099,P20823,P55072
189100,P20823,P55072
189101,P20963,P55072
189102,P21359,P55072
189103,P22392,P55072
189104,P22612,P55072
189105,P23508,P55072
189106,P24462,P55072
189107,P24941,P55072
189108,P25025,P55072
189109,P25786,P55072
189110,P25787,P55072
189111,P25788,P55072
189112,P25789,P55072
189113,P25963,P55072
189114,P25963,P55072
189115,P26038,P55072
189116,P26045,P55072
189117,P26045,P55072
189118,P26045,P55072
189119,P27361,P55072
189120,P27361,P55072
189121,P27797,P55072
189122,P27824,P55072
189123,P28562,P55072
189124,P28562,P55072
189125,P28702,P55072
189126,P29692,P55072
189127,P30084,P55072
189128,P30304,P55072
189129,P30518,P55072
189130,P31749,P55072
189131,P31946,P55072
189132,P31948,P55072
189133,P32121,P55072
189134,P32121,P55072
189135,P32969,P55072
189136,P34932,P55072
189137,P34932,P55072
189138,P35228,P55072
189139,P35250,P55072
189140,P35354,P55072
189141,P35637,P55072
189142,P35638,P55072
189143,P35998,P55072
189144,P36873,P55072
189145,P38398,P55072
189146,P38398,P55072
189147,P40855,P55072
189148,P40926,P55072
189149,P42858,P55072
189150,P46379,P55072
189151,P48643,P55072
189152,P49257,P55072
189153,P49321,P55072
189154,P49368,P55072
189155,P49588,P55072
189156,P49591,P55072
189157,P49721,P55072
189158,P49863,P55072
189159,P50213,P55072
189160,P50851,P55072
189161,P50990,P55072
189162,P53350,P55072
189163,P53350,P55072
189164,P54252,P55072
189165,P54252,P55072
189166,P54252,P55072
189167,P54252,P55072
189168,P54252,P55072
189169,P54252,P55072
189170,P54578,P55072
189171,P54646,P55072
189172,P54646,P55072
189173,P54725,P55072
189174,P54727,P55072
189175,P54727,P55072
189176,P55036,P55072
189177,P55072,P55072
189178,P55072,P55072
189179,P55072,P55072
189180,P55072,P55072
189181,P55072,P55072
189182,P55072,P55072
189183,P55072,P55072
189184,P55072,P55072
189185,P55072,P55072
189186,P55072,P55072
189187,P55072,P55072
189188,P55211,P55072
189189,P55854,P55072
189190,P60896,P55072
189191,P60896,P55072
189192,P60981,P55072
189193,P61160,P55072
189194,P61586,P55072
189195,P61619,P55072
189196,P61758,P55072
189197,P61758,P55072
189198,P61758,P55072
189199,P61758,P55072
189200,P61758,P55072
189201,P62191,P55072
189202,P62191,P55072
189203,P62258,P55072
189204,P62333,P55072
189205,P62491,P55072
189206,P62633,P55072
189207,P62714,P55072
189208,P63104,P55072
189209,P63104,P55072
189210,P63146,P55072
189211,P67775,P55072
189212,P68543,P55072
189213,P68543,P55072
189214,P78527,P55072
189215,Q00535,P55072
189216,Q00610,P55072
189217,Q02156,P55072
189218,Q02880,P55072
189219,Q03135,P55072
189220,Q04323,P55072
189221,Q04323,P55072
189222,Q05655,P55072
189223,Q09028,P55072
189224,Q12791,P55072
189225,Q12791,P55072
189226,Q13131,P55072
189227,Q13164,P55072
189228,Q13164,P55072
189229,Q13190,P55072
189230,Q13190,P55072
189231,Q13286,P55072
189232,Q13387,P55072
189233,Q13387,P55072
189234,Q13438,P55072
189235,Q13501,P55072
189236,Q13563,P55072
189237,Q13618,P55072
189238,Q13619,P55072
189239,Q13813,P55072
189240,Q13936,P55072
189241,Q13936,P55072
189242,Q14129,P55072
189243,Q14139,P55072
189244,Q14164,P55072
189245,Q14457,P55072
189246,Q14643,P55072
189247,Q14643,P55072
189248,Q14643,P55072
189249,Q14696,P55072
189250,Q14CS0,P55072
189251,Q14CS0,P55072
189252,Q15022,P55072
189253,Q15022,P55072
189254,Q15046,P55072
189255,Q15046,P55072
189256,Q15046,P55072
189257,Q15046,P55072
189258,Q15084,P55072
189259,Q15417,P55072
189260,Q15418,P55072
189261,Q15418,P55072
189262,Q15418,P55072
189263,Q15542,P55072
189264,Q15785,P55072
189265,Q15831,P55072
189266,Q15843,P55072
189267,Q15910,P55072
189268,Q15910,P55072
189269,Q16594,P55072
189270,Q16827,P55072
189271,Q2TAZ0,P55072
189272,Q5T124,P55072
189273,Q5VVQ6,P55072
189274,Q5VVQ6,P55072
189275,Q5VVQ6,P55072
189276,Q676U5,P55072
189277,Q68CZ1,P55072
189278,Q6EEV6,P55072
189279,Q6EEV6,P55072
189280,Q6GYA4,P55072
189281,Q6NXT2,P55072
189282,Q6NXT2,P55072
189283,Q6NXT2,P55072
189284,Q6PJI9,P55072
189285,Q6U7Q0,P55072
189286,Q7L5A8,P55072
189287,Q8IVM0,P55072
189288,Q8IY92,P55072
189289,Q8NHH9,P55072
189290,Q8TAT6,P55072
189291,Q8TAT6,P55072
189292,Q8TAT6,P55072
189293,Q8TAT6,P55072
189294,Q8TC59,P55072
189295,Q8TCF1,P55072
189296,Q8TCF1,P55072
189297,Q8TCF1,P55072
189298,Q8TDY2,P55072
189299,Q8TEB1,P55072
189300,Q8WTW4,P55072
189301,Q8WV99,P55072
189302,Q8WVM8,P55072
189303,Q92575,P55072
189304,Q92597,P55072
189305,Q92597,P55072
189306,Q92598,P55072
189307,Q92831,P55072
189308,Q92831,P55072
189309,Q92890,P55072
189310,Q92890,P55072
189311,Q92890,P55072
189312,Q92890,P55072
189313,Q92890,P55072
189314,Q92905,P55072
189315,Q969N2,P55072
189316,Q969P5,P55072
189317,Q96CS3,P55072
189318,Q96CS3,P55072
189319,Q96DT6,P55072
189320,Q96EP0,P55072
189321,Q96EP0,P55072
189322,Q96EP0,P55072
189323,Q96IG2,P55072
189324,Q96IV0,P55072
189325,Q96IV0,P55072
189326,Q96JH7,P55072
189327,Q96JH7,P55072
189328,Q96JH7,P55072
189329,Q96KP4,P55072
189330,Q96LJ8,P55072
189331,Q96LJ8,P55072
189332,Q96M98,P55072
189333,Q96PD7,P55072
189334,Q96S44,P55072
189335,Q96S44,P55072
189336,Q99471,P55072
189337,Q99496,P55072
189338,Q99497,P55072
189339,Q99759,P55072
189340,Q9BQE4,P55072
189341,Q9BQE4,P55072
189342,Q9BTA9,P55072
189343,Q9BUN8,P55072
189344,Q9BUN8,P55072
189345,Q9BVC4,P55072
189346,Q9BY41,P55072
189347,Q9BYD9,P55072
189348,Q9BZE9,P55072
189349,Q9BZS1,P55072
189350,Q9BZV1,P55072
189351,Q9BZV1,P55072
189352,Q9GZP9,P55072
189353,Q9GZP9,P55072
189354,Q9GZZ9,P55072
189355,Q9H009,P55072
189356,Q9H0I9,P55072
189357,Q9H0K1,P55072
189358,Q9H0K1,P55072
189359,Q9H0R8,P55072
189360,Q9H0W5,P55072
189361,Q9H1Y0,P55072
189362,Q9H2F3,P55072
189363,Q9H3D4,P55072
189364,Q9H867,P55072
189365,Q9H9Y6,P55072
189366,Q9HCE7,P55072
189367,Q9NP31,P55072
189368,Q9NP31,P55072
189369,Q9NPH2,P55072
189370,Q9NR46,P55072
189371,Q9NRC8,P55072
189372,Q9NUW8,P55072
189373,Q9NV58,P55072
189374,Q9NV58,P55072
189375,Q9NVI7,P55072
189376,Q9NWS0,P55072
189377,Q9NWW5,P55072
189378,Q9P0L0,P55072
189379,Q9P0W5,P55072
189380,Q9P2K8,P55072
189381,Q9P2S5,P55072
189382,Q9UBN7,P55072
189383,Q9UBN7,P55072
189384,Q9UBN7,P55072
189385,Q9UBS0,P55072
189386,Q9UK22,P55072
189387,Q9UKV5,P55072
189388,Q9UKV5,P55072
189389,Q9UKV5,P55072
189390,Q9UKV5,P55072
189391,Q9UKV5,P55072
189392,Q9UKY4,P55072
189393,Q9UNE7,P55072
189394,Q9UNN5,P55072
189395,Q9UNN5,P55072
189396,Q9UNN5,P55072
189397,Q9UNZ2,P55072
189398,Q9UNZ2,P55072
189399,Q9UNZ2,P55072
189400,Q9UNZ2,P55072
189401,Q9UNZ2,P55072
189402,Q9UNZ2,P55072
189403,Q9UNZ2,P55072
189404,Q9UNZ2,P55072
189405,Q9UNZ2,P55072
189406,Q9UPT9,P55072
189407,Q9UQ35,P55072
189408,Q9UQL6,P55072
189409,Q9Y263,P55072
189410,Q9Y263,P55072
189411,Q9Y295,P55072
189412,Q9Y2P8,P55072
189413,Q9Y2R2,P55072
189414,Q9Y2R2,P55072
189415,Q9Y385,P55072
189416,Q9Y468,P55072
189417,Q9Y468,P55072
189418,Q9Y4K3,P55072
189419,Q9Y4K3,P55072
189420,Q9Y4P8,P55072
189421,Q9Y597,P55072
189422,Q9Y5A7,P55072
189423,Q9Y5U4,P55072
189424,Q9Y679,P55072
189425,Q9Y6V7,P55072
233679,O15354,Q01959
233680,O43294,Q01959
233681,O60260,Q01959
233682,O94811,Q01959
233683,P14416,Q01959
233684,P14416,Q01959
233685,P17600,Q01959
233686,P29475,Q01959
233687,P37840,Q01959
233688,P37840,Q01959
233689,P37840,Q01959
233690,P37840,Q01959
233691,P46934,Q01959
233692,P63244,Q01959
233693,P68363,Q01959
233694,Q01959,Q01959
233695,Q01959,Q01959
233696,Q05940,Q01959
233697,Q05940,Q01959
233698,Q13424,Q01959
233699,Q9NRD5,Q01959
233700,Q9UQM7,Q01959
237775,O00244,Q04656
237776,O43172,Q04656
237777,O43791,Q04656
237778,O43791,Q04656
237779,O43791,Q04656
237780,O43791,Q04656
237781,P08294,Q04656
237782,P0CG48,Q04656
237783,P17987,Q04656
237784,P35754,Q04656
237785,Q04656,Q04656
237786,Q10713,Q04656
237787,Q14204,Q04656
237788,Q15363,Q04656
237789,Q15738,Q04656
237790,Q9UKV3,Q04656
254448,A0JLT2,Q13148
254449,O00443,Q13148
254450,O15205,Q13148
254451,O43187,Q13148
254452,O43187,Q13148
254453,O43187,Q13148
254454,O43390,Q13148
254455,O43524,Q13148
254456,O43865,Q13148
254457,O60260,Q13148
254458,O60506,Q13148
254459,O75323,Q13148
254460,O75530,Q13148
254461,O75530,Q13148
254462,O75530,Q13148
254463,O75533,Q13148
254464,O95166,Q13148
254465,O95758,Q13148
254466,O95793,Q13148
254467,O96028,Q13148
254468,P02751,Q13148
254469,P07550,Q13148
254470,P07550,Q13148
254471,P09651,Q13148
254472,P0CG48,Q13148
254473,P13612,Q13148
254474,P15927,Q13148
254475,P19320,Q13148
254476,P19320,Q13148
254477,P22626,Q13148
254478,P25788,Q13148
254479,P27694,Q13148
254480,P29083,Q13148
254481,P29084,Q13148
254482,P31939,Q13148
254483,P35226,Q13148
254484,P35226,Q13148
254485,P35244,Q13148
254486,P35637,Q13148
254487,P38398,Q13148
254488,P40818,Q13148
254489,P42574,Q13148
254490,P46459,Q13148
254491,P51617,Q13148
254492,P51617,Q13148
254493,P54619,Q13148
254494,P54646,Q13148
254495,P55072,Q13148
254496,P55210,Q13148
254497,P55854,Q13148
254498,P60520,Q13148
254499,P60900,Q13148
254500,P61956,Q13148
254501,P61978,Q13148
254502,P62258,Q13148
254503,P78317,Q13148
